count,latency,loop
0,28659,0
1,15430,0
2,22143,0
3,21478,0
4,18618,0
5,19041,0
6,20771,0
7,18963,0
8,16720,0
9,13880,0
0,12835,1
1,14580,1
2,12594,1
3,13185,1
4,13841,1
5,11730,1
6,8823,1
7,12578,1
8,16117,1
9,10888,1
0,10602,2
1,6985,2
2,11426,2
3,11126,2
4,9542,2
5,13433,2
6,15582,2
7,13412,2
8,12670,2
9,5324,2
0,7788,3
1,21365,3
2,14230,3
3,14723,3
4,17488,3
5,17017,3
6,12761,3
7,15027,3
8,20737,3
9,17882,3
0,23816,4
1,25391,4
2,20427,4
3,26815,4
4,25782,4
5,31294,4
6,20790,4
7,22534,4
8,23031,4
9,28943,4
0,13593,5
1,18089,5
2,23151,5
3,9895,5
4,15507,5
5,15628,5
6,17934,5
7,19153,5
8,12335,5
9,10411,5
0,18846,6
1,25765,6
2,20508,6
3,20588,6
4,25046,6
5,27229,6
6,19003,6
7,24420,6
8,19674,6
9,15754,6
0,30034,7
1,32626,7
2,28390,7
3,31527,7
4,16077,7
5,14961,7
6,27478,7
7,16366,7
8,31644,7
9,17489,7
0,35532,8
1,40407,8
2,36900,8
3,33670,8
4,37496,8
5,38584,8
6,31464,8
7,39550,8
8,29133,8
9,28467,8
0,26819,9
1,32504,9
2,21949,9
3,23468,9
4,31053,9
5,27162,9
6,22699,9
7,25666,9
8,34158,9
9,30598,9
0,17975,10
1,30846,10
2,16921,10
3,20582,10
4,30647,10
5,21199,10
6,30794,10
7,23688,10
8,33921,10
9,16953,10
0,17948,11
1,15278,11
2,19133,11
3,21376,11
4,16501,11
5,17049,11
6,16478,11
7,19686,11
8,19384,11
9,17853,11
0,15272,12
1,16813,12
2,8614,12
3,15980,12
4,14974,12
5,5563,12
6,15464,12
7,13753,12
8,16429,12
9,11573,12
0,10812,13
1,11336,13
2,11992,13
3,12390,13
4,15411,13
5,13411,13
6,9586,13
7,12683,13
8,15256,13
9,10108,13
0,23529,14
1,17899,14
2,12566,14
3,25657,14
4,10114,14
5,22426,14
6,30134,14
7,28270,14
8,27074,14
9,22923,14
0,37772,15
1,20912,15
2,33503,15
3,30801,15
4,37186,15
5,38474,15
6,25447,15
7,48850,15
8,33981,15
9,27360,15
0,24973,16
1,23463,16
2,28270,16
3,22782,16
4,23720,16
5,27799,16
6,23303,16
7,25496,16
8,22148,16
9,27328,16
0,23796,17
1,27169,17
2,13515,17
3,36215,17
4,7539,17
5,39370,17
6,36290,17
7,26934,17
8,28204,17
9,11220,17
0,25048,18
1,33082,18
2,35197,18
3,29751,18
4,34311,18
5,22301,18
6,25343,18
7,33014,18
8,31452,18
9,13882,18
0,14728,19
1,23417,19
2,19091,19
3,15148,19
4,17814,19
5,18068,19
6,28430,19
7,18161,19
8,15893,19
9,17279,19
0,15527,20
1,15612,20
2,12541,20
3,15096,20
4,7727,20
5,15747,20
6,7840,20
7,19645,20
8,21309,20
9,13495,20
0,25952,21
1,18298,21
2,20046,21
3,18994,21
4,26196,21
5,29707,21
6,24885,21
7,23226,21
8,32396,21
9,25367,21
0,36059,22
1,32200,22
2,39450,22
3,24031,22
4,36394,22
5,22057,22
6,38347,22
7,37126,22
8,34422,22
9,30771,22
0,49405,23
1,37028,23
2,35595,23
3,29813,23
4,31903,23
5,41739,23
6,36239,23
7,35421,23
8,37996,23
9,41509,23
0,22463,24
1,26733,24
2,31023,24
3,28267,24
4,30061,24
5,22339,24
6,30331,24
7,31695,24
8,19984,24
9,25859,24
0,18856,25
1,19056,25
2,21546,25
3,9370,25
4,19813,25
5,17426,25
6,9453,25
7,17199,25
8,14330,25
9,16447,25
0,41758,26
1,39080,26
2,38654,26
3,35255,26
4,35796,26
5,38312,26
6,32820,26
7,14310,26
8,15551,26
9,24127,26
0,17960,27
1,14096,27
2,19908,27
3,17484,27
4,18256,27
5,11343,27
6,16848,27
7,8915,27
8,19692,27
9,9742,27
0,16168,28
1,25362,28
2,24799,28
3,18157,28
4,19780,28
5,17435,28
6,23798,28
7,20212,28
8,18060,28
9,16668,28
0,29827,29
1,23515,29
2,28695,29
3,32215,29
4,9380,29
5,31833,29
6,28291,29
7,22734,29
8,22964,29
9,26609,29
0,26626,30
1,17629,30
2,14789,30
3,12348,30
4,13099,30
5,15370,30
6,17132,30
7,16183,30
8,14940,30
9,8799,30
0,30906,31
1,31403,31
2,23601,31
3,21546,31
4,21979,31
5,21185,31
6,30750,31
7,32877,31
8,19238,31
9,30420,31
0,23704,32
1,25970,32
2,14979,32
3,25296,32
4,22309,32
5,20788,32
6,24365,32
7,16396,32
8,6989,32
9,24266,32
0,10809,33
1,17028,33
2,10835,33
3,8154,33
4,12929,33
5,15129,33
6,8885,33
7,5239,33
8,12864,33
9,12036,33
0,16002,34
1,21058,34
2,16896,34
3,19526,34
4,16370,34
5,19159,34
6,17032,34
7,20454,34
8,21562,34
9,19383,34
0,31348,35
1,32704,35
2,21964,35
3,32683,35
4,21460,35
5,32701,35
6,34400,35
7,32072,35
8,36804,35
9,20450,35
0,11610,36
1,20009,36
2,17255,36
3,19415,36
4,24956,36
5,27134,36
6,21690,36
7,18009,36
8,23094,36
9,23103,36
0,10994,37
1,9174,37
2,11600,37
3,16671,37
4,15903,37
5,21910,37
6,12558,37
7,14524,37
8,24525,37
9,14892,37
0,18898,38
1,11486,38
2,22385,38
3,19059,38
4,20518,38
5,19391,38
6,16240,38
7,22793,38
8,28424,38
9,22866,38
0,5293,39
1,12694,39
2,15270,39
3,11610,39
4,14126,39
5,13577,39
6,13684,39
7,7044,39
8,12734,39
9,12245,39
0,15506,40
1,23686,40
2,19765,40
3,29860,40
4,12230,40
5,15532,40
6,26503,40
7,15350,40
8,15218,40
9,19695,40
0,20473,41
1,16775,41
2,14891,41
3,19007,41
4,16144,41
5,13135,41
