count,latency,loop
0,11252,0
1,15988,0
2,6230,0
3,9154,0
4,11481,0
5,11626,0
6,3604,0
7,10244,0
8,8600,0
9,12751,0
0,8452,1
1,7062,1
2,5134,1
3,8360,1
4,9870,1
5,17108,1
6,7977,1
7,7968,1
8,5043,1
9,5960,1
0,6427,2
1,9762,2
2,5897,2
3,2304,2
4,3638,2
5,1743,2
6,5988,2
7,2534,2
8,4372,2
9,2956,2
0,2317,3
1,6011,3
2,2014,3
3,4167,3
4,3231,3
5,2297,3
6,3090,3
7,4551,3
8,3214,3
9,3778,3
0,13275,4
1,7026,4
2,7205,4
3,8072,4
4,3750,4
5,9671,4
6,7287,4
7,6141,4
8,5945,4
9,10433,4
0,9844,5
1,6636,5
2,3060,5
3,11568,5
4,6800,5
5,8236,5
6,5330,5
7,3963,5
8,6702,5
9,3362,5
0,3217,6
1,10002,6
2,7132,6
3,5463,6
4,13924,6
5,9851,6
6,6702,6
7,8304,6
8,8950,6
9,6710,6
0,12403,7
1,9612,7
2,8339,7
3,9872,7
4,9790,7
5,21074,7
6,15431,7
7,13157,7
8,7728,7
9,3564,7
0,12009,8
1,6133,8
2,4813,8
3,6346,8
4,16063,8
5,11942,8
6,23879,8
7,17558,8
8,21647,8
9,7504,8
0,12613,9
1,9633,9
2,10800,9
3,16959,9
4,9727,9
5,13120,9
6,12516,9
7,11315,9
8,19120,9
9,17392,9
0,11273,10
1,12132,10
2,17933,10
3,25779,10
4,5516,10
5,6262,10
6,15382,10
7,2993,10
8,9108,10
9,22202,10
0,3505,11
1,10056,11
2,6675,11
3,9011,11
4,6433,11
5,7343,11
6,8112,11
7,6207,11
8,8854,11
9,9663,11
0,6128,12
1,10535,12
2,12099,12
3,13085,12
4,7336,12
5,5340,12
6,6544,12
7,5817,12
8,16257,12
9,7874,12
0,16759,13
1,15784,13
2,6497,13
3,11336,13
4,15350,13
5,15060,13
6,13633,13
7,16812,13
8,11553,13
9,16587,13
0,3207,14
1,5698,14
2,4091,14
3,9896,14
4,9469,14
5,7618,14
6,6725,14
7,6889,14
8,12953,14
9,8911,14
0,9800,15
1,11938,15
2,13237,15
3,15754,15
4,11352,15
5,6134,15
6,9228,15
7,11131,15
8,12423,15
9,8687,15
0,7171,16
1,8953,16
2,4097,16
3,14070,16
4,3152,16
5,8937,16
6,8834,16
7,8968,16
8,3074,16
9,8270,16
0,13794,17
1,15188,17
2,5641,17
3,7883,17
4,11267,17
5,11493,17
6,9578,17
7,14999,17
8,21369,17
9,7148,17
0,12157,18
1,4875,18
2,12454,18
3,12622,18
4,16696,18
5,6637,18
6,8900,18
7,6528,18
8,11004,18
9,13084,18
0,5426,19
1,5934,19
2,4276,19
3,9875,19
4,3256,19
5,6529,19
6,9951,19
7,2961,19
8,4149,19
9,8151,19
0,5365,20
1,7004,20
2,8448,20
3,17497,20
4,6238,20
5,5286,20
6,6157,20
7,5435,20
8,14505,20
9,11441,20
0,3505,21
1,1588,21
2,8128,21
3,11414,21
4,4209,21
5,3398,21
6,4898,21
7,7322,21
8,1793,21
9,12335,21
0,6116,22
1,11837,22
2,4524,22
3,7282,22
4,5326,22
5,12249,22
6,9092,22
7,5581,22
8,10588,22
9,2892,22
0,7686,23
1,6912,23
2,5441,23
3,5875,23
4,9945,23
5,16568,23
6,11700,23
7,10331,23
8,8754,23
9,7240,23
0,12785,24
1,13199,24
2,6174,24
3,7845,24
4,13449,24
5,8332,24
6,16803,24
7,7159,24
8,13634,24
9,7068,24
0,5210,25
1,6306,25
2,2853,25
3,2949,25
4,13917,25
5,5422,25
6,6638,25
7,7439,25
8,2743,25
9,16901,25
0,5538,26
1,8416,26
2,4040,26
3,5313,26
4,6046,26
5,4391,26
6,5835,26
7,4669,26
8,10961,26
9,4812,26
0,8181,27
1,8753,27
2,11550,27
3,4342,27
4,2591,27
5,5522,27
6,10821,27
7,10160,27
8,14122,27
9,4827,27
0,4242,28
1,5316,28
2,6539,28
3,4249,28
4,6566,28
5,4382,28
6,7551,28
7,2014,28
8,9119,28
9,2680,28
0,10272,29
1,12176,29
2,16358,29
3,10488,29
4,16468,29
5,10398,29
6,10628,29
7,5826,29
8,9227,29
9,10270,29
0,5396,30
1,7918,30
2,5929,30
3,7722,30
4,3381,30
5,9024,30
6,4157,30
7,9339,30
8,14403,30
9,5600,30
0,7833,31
1,10342,31
2,10756,31
3,19184,31
4,11319,31
5,21740,31
6,8264,31
7,10194,31
8,16887,31
9,9398,31
0,6754,32
1,16510,32
2,8621,32
3,7368,32
4,19857,32
5,8334,32
6,5682,32
7,6214,32
8,4083,32
9,11992,32
0,9359,33
1,5470,33
2,3118,33
3,9085,33
4,7939,33
5,13160,33
6,3965,33
7,6533,33
8,10517,33
9,5026,33
0,10786,34
1,5151,34
2,3610,34
3,7931,34
4,5991,34
5,8246,34
6,8757,34
7,5244,34
8,5594,34
9,2721,34
0,6985,35
1,6935,35
2,11893,35
3,8072,35
4,9964,35
5,5639,35
6,13499,35
7,8327,35
8,10914,35
9,7229,35
0,5804,36
1,12551,36
2,6396,36
3,18773,36
4,15971,36
5,5397,36
6,4426,36
7,3925,36
8,7445,36
9,7058,36
0,7525,37
1,8024,37
2,3572,37
3,5748,37
4,7338,37
5,6893,37
6,6951,37
7,8612,37
8,8374,37
9,9803,37
0,10674,38
1,10733,38
2,9120,38
3,4697,38
4,8289,38
5,7423,38
6,8876,38
7,10770,38
8,19134,38
9,12884,38
0,3229,39
1,10263,39
2,10286,39
3,4043,39
4,8607,39
5,12772,39
6,12430,39
7,6017,39
8,5374,39
9,7632,39
0,15220,40
1,5184,40
2,6304,40
3,6786,40
4,6101,40
5,4739,40
6,5667,40
7,7081,40
8,5595,40
9,12866,40
0,6649,41
1,10593,41
2,8731,41
3,8126,41
4,5224,41
5,11921,41
6,7770,41
7,6375,41
8,5243,41
9,7955,41
0,9748,42
1,4983,42
2,7047,42
3,6311,42
4,4640,42
5,15261,42
6,19549,42
7,6949,42
8,7481,42
9,11822,42
0,3268,43
1,4748,43
2,4392,43
3,6460,43
4,4456,43
5,10941,43
6,2571,43
7,7020,43
8,4175,43
9,3067,43
0,5139,44
1,7281,44
2,13783,44
3,7869,44
4,5687,44
5,3217,44
6,8921,44
7,9131,44
8,6297,44
9,6122,44
0,1706,45
1,4450,45
2,8483,45
3,8246,45
4,7622,45
5,7966,45
6,5049,45
7,5411,45
8,10088,45
9,9189,45
0,7196,46
1,7489,46
2,10591,46
3,9073,46
4,2789,46
5,4258,46
6,6464,46
7,5857,46
8,6656,46
