count,latency,loop
0,3957,0
1,8736,0
2,4638,0
3,3690,0
4,2985,0
5,7910,0
6,7201,0
7,3998,0
8,2290,0
9,5455,0
0,12430,1
1,5813,1
2,9160,1
3,7696,1
4,8582,1
5,10109,1
6,13217,1
7,27755,1
8,8129,1
9,4331,1
0,7443,2
1,2884,2
2,4665,2
3,9237,2
4,3762,2
5,7331,2
6,1527,2
7,4935,2
8,2705,2
9,3631,2
0,8881,3
1,12768,3
2,8937,3
3,8772,3
4,4253,3
5,11359,3
6,9471,3
7,6365,3
8,5135,3
9,7912,3
0,4033,4
1,9953,4
2,4861,4
3,4817,4
4,13905,4
5,3556,4
6,3616,4
7,7413,4
8,6811,4
9,6342,4
0,4270,5
1,9716,5
2,5295,5
3,7794,5
4,5463,5
5,15987,5
6,3468,5
7,5286,5
8,6733,5
9,9540,5
0,18661,6
1,9492,6
2,9581,6
3,13765,6
4,18630,6
5,5121,6
6,2664,6
7,4559,6
8,12523,6
9,6082,6
0,11580,7
1,11227,7
2,12907,7
3,10229,7
4,8705,7
5,8816,7
6,3490,7
7,4994,7
8,12130,7
9,11874,7
0,7047,8
1,11005,8
2,11567,8
3,5734,8
4,20653,8
5,10597,8
6,11523,8
7,11595,8
8,9101,8
9,9211,8
0,5035,9
1,10572,9
2,9654,9
3,11058,9
4,8309,9
5,11480,9
6,10528,9
7,6992,9
8,3855,9
9,13234,9
0,3716,10
1,7238,10
2,5095,10
3,4369,10
4,4267,10
5,5329,10
6,7283,10
7,5723,10
8,4274,10
9,13614,10
0,4592,11
1,6114,11
2,9281,11
3,4406,11
4,4695,11
5,9302,11
6,5919,11
7,16409,11
8,16672,11
9,5203,11
0,12488,12
1,9547,12
2,14493,12
3,14343,12
4,8573,12
5,10222,12
6,6964,12
7,7809,12
8,9098,12
9,6884,12
0,6171,13
1,11561,13
2,17044,13
3,9942,13
4,10660,13
5,9896,13
6,6347,13
7,13667,13
8,8837,13
9,11093,13
0,2408,14
1,4816,14
2,5485,14
3,6985,14
4,4044,14
5,7890,14
6,8952,14
7,5890,14
8,6701,14
9,1999,14
0,18253,15
1,12438,15
2,9044,15
3,12221,15
4,15467,15
5,11119,15
6,12915,15
7,8808,15
8,11085,15
9,13905,15
0,6522,16
1,12345,16
2,4361,16
3,14573,16
4,6084,16
5,11657,16
6,11163,16
7,7859,16
8,6559,16
9,6122,16
0,10458,17
1,6841,17
2,3790,17
3,13657,17
4,11734,17
5,6306,17
6,11582,17
7,12019,17
8,5526,17
9,5789,17
0,8960,18
1,5857,18
2,4584,18
3,9737,18
4,3734,18
5,4090,18
6,5872,18
7,11639,18
8,10173,18
9,11528,18
0,11655,19
1,10639,19
2,7795,19
3,5198,19
4,6159,19
5,12920,19
6,15333,19
7,6813,19
8,8882,19
9,9035,19
0,6168,20
1,8181,20
2,5458,20
3,5217,20
4,3919,20
5,3408,20
6,4747,20
7,5672,20
8,5336,20
9,6021,20
0,8303,21
1,12469,21
2,15082,21
3,8998,21
4,9423,21
5,15002,21
6,5847,21
7,10733,21
8,4229,21
9,7257,21
0,2658,22
