count,latency,loop
0,14630,0
1,23452,0
2,24558,0
3,14992,0
4,20069,0
5,18542,0
6,18406,0
7,18676,0
8,21066,0
9,15370,0
0,10080,1
1,19788,1
2,8390,1
3,17365,1
4,7989,1
5,12514,1
6,12056,1
7,11622,1
8,14981,1
9,12608,1
0,17619,2
1,27584,2
2,13777,2
3,27156,2
4,19559,2
5,27209,2
6,27287,2
7,17740,2
8,20282,2
9,22534,2
0,11749,3
1,10433,3
2,9509,3
3,16346,3
4,11356,3
5,10624,3
6,15438,3
7,16675,3
8,10109,3
9,11744,3
0,11308,4
1,10899,4
2,14574,4
3,14111,4
4,17769,4
5,12591,4
6,7270,4
7,8140,4
8,10127,4
9,14289,4
0,35247,5
1,19021,5
2,37585,5
3,36526,5
4,35542,5
5,36569,5
6,35226,5
7,37932,5
8,19757,5
9,38971,5
0,21047,6
1,16862,6
2,22937,6
3,24148,6
4,15496,6
5,14917,6
6,17196,6
7,17048,6
8,21883,6
9,22486,6
0,12808,7
1,26051,7
2,27400,7
3,28753,7
4,14412,7
5,31681,7
6,26326,7
7,26407,7
8,29883,7
9,16646,7
0,17790,8
1,17582,8
2,17999,8
3,21006,8
4,21213,8
5,21319,8
6,17198,8
7,18174,8
8,28623,8
9,19702,8
0,21017,9
1,21398,9
2,19170,9
3,14992,9
4,19935,9
5,12555,9
6,15970,9
7,14084,9
8,20283,9
9,23216,9
0,53142,10
1,39330,10
2,45573,10
3,47864,10
4,49293,10
5,38396,10
6,36258,10
7,47797,10
8,37702,10
9,34282,10
0,33187,11
1,47193,11
2,32314,11
3,47535,11
4,37316,11
5,33685,11
6,29397,11
7,41388,11
8,28614,11
9,43130,11
0,20826,12
1,32853,12
2,24661,12
3,8452,12
4,20998,12
5,15078,12
6,20923,12
7,18581,12
8,11350,12
9,12323,12
0,27595,13
1,25151,13
2,23823,13
3,23999,13
4,24548,13
5,23852,13
6,24369,13
7,27021,13
8,27259,13
9,23129,13
0,27336,14
1,27898,14
2,28299,14
3,27867,14
4,27399,14
5,27089,14
6,27302,14
7,11658,14
8,11556,14
9,26442,14
0,15883,15
1,17495,15
2,23580,15
3,16985,15
4,19994,15
5,16934,15
6,17024,15
7,20038,15
8,22168,15
9,15570,15
0,12941,16
1,18589,16
2,16772,16
3,18469,16
4,21266,16
5,17076,16
6,18752,16
7,25591,16
8,18510,16
9,20384,16
0,19546,17
1,23078,17
2,20817,17
3,24778,17
4,16462,17
5,14335,17
6,21106,17
7,20384,17
8,19440,17
9,22171,17
0,10230,18
1,11373,18
2,12141,18
3,11687,18
4,14109,18
5,8832,18
6,7845,18
7,9542,18
8,8490,18
9,8062,18
0,14693,19
1,13530,19
2,12476,19
3,9131,19
4,15523,19
5,10116,19
6,19563,19
7,10790,19
8,15856,19
9,18675,19
0,12429,20
1,13944,20
2,11855,20
3,18073,20
4,21324,20
5,17491,20
6,19829,20
7,26322,20
8,16394,20
9,18994,20
0,20279,21
1,12936,21
2,8628,21
3,12303,21
4,16881,21
5,17072,21
6,16124,21
7,17802,21
8,16112,21
9,11162,21
0,24968,22
1,28737,22
2,18980,22
3,18451,22
4,21673,22
5,24092,22
6,22971,22
7,24492,22
8,26817,22
9,23620,22
0,8465,23
1,12403,23
2,14246,23
3,8184,23
4,15373,23
5,10067,23
6,10227,23
7,11031,23
8,13359,23
9,9661,23
0,8492,24
1,12116,24
2,11346,24
3,10403,24
