count,latency,loop
0,5975,0
1,6357,0
2,13694,0
3,8125,0
4,12080,0
5,10843,0
6,6207,0
7,6519,0
8,6472,0
9,10676,0
0,9512,1
1,9057,1
2,11653,1
3,7058,1
4,2953,1
5,5162,1
6,8770,1
7,10936,1
8,4511,1
9,2864,1
0,5697,2
1,8347,2
2,6247,2
3,6064,2
4,5983,2
5,5089,2
6,15541,2
7,16351,2
8,4643,2
9,9487,2
0,13066,3
1,16435,3
2,17062,3
3,11604,3
4,20025,3
5,19249,3
6,12674,3
7,12048,3
8,17440,3
9,18584,3
0,12364,4
1,16892,4
2,15571,4
3,4734,4
4,16269,4
5,10778,4
6,21809,4
7,13852,4
8,8574,4
9,8999,4
0,20041,5
1,11254,5
2,23164,5
3,10465,5
4,22292,5
5,10399,5
6,20366,5
7,24314,5
8,21666,5
9,20412,5
0,13493,6
1,18654,6
2,13243,6
3,8870,6
4,15506,6
5,14651,6
6,11102,6
7,17097,6
8,16823,6
9,19013,6
0,10921,7
1,13504,7
2,16151,7
3,12107,7
4,12726,7
5,16514,7
6,10419,7
7,14212,7
8,11603,7
9,15339,7
0,5130,8
1,6870,8
2,4118,8
3,11373,8
4,9524,8
5,17810,8
6,9379,8
7,5649,8
8,8205,8
9,12494,8
0,5574,9
1,6953,9
2,4973,9
3,8904,9
4,11066,9
5,6724,9
6,5350,9
7,10078,9
8,7973,9
9,6922,9
0,12129,10
1,20854,10
2,4318,10
3,19055,10
4,5996,10
5,10390,10
6,12473,10
7,12921,10
8,16727,10
9,8999,10
0,7620,11
1,24128,11
2,24615,11
3,27386,11
4,32824,11
5,12892,11
6,23906,11
7,24208,11
8,27908,11
9,25323,11
0,22716,12
1,25132,12
2,21127,12
3,21385,12
4,23110,12
5,23314,12
6,5169,12
7,21920,12
8,7446,12
9,22999,12
0,10394,13
1,9930,13
2,8783,13
3,16568,13
4,7474,13
5,12388,13
6,12787,13
7,9365,13
8,15377,13
9,12971,13
0,14296,14
1,16352,14
2,26279,14
3,15586,14
4,9676,14
5,8179,14
6,24065,14
7,13991,14
8,7690,14
9,16057,14
0,6590,15
1,3940,15
2,9945,15
3,8287,15
4,5260,15
5,8447,15
6,8934,15
7,8267,15
8,6790,15
9,8006,15
0,11215,16
1,9204,16
2,8212,16
3,15408,16
4,8834,16
5,9483,16
6,8830,16
7,7477,16
8,9354,16
9,7559,16
0,16299,17
1,14086,17
2,13566,17
3,12521,17
4,19526,17
5,20234,17
6,20494,17
7,20104,17
8,15181,17
9,8332,17
0,7905,18
1,8463,18
2,4532,18
3,6435,18
4,7234,18
5,7100,18
6,7183,18
7,5558,18
8,7001,18
9,6109,18
0,24093,19
1,4976,19
2,7807,19
3,18335,19
4,7200,19
5,7864,19
6,4712,19
7,17740,19
8,21602,19
9,3975,19
0,10475,20
1,6669,20
2,11742,20
3,7792,20
4,13053,20
5,5112,20
6,8872,20
7,11315,20
8,9307,20
9,10180,20
0,8743,21
1,7976,21
2,5344,21
3,8999,21
4,9911,21
5,20844,21
6,7004,21
7,4792,21
8,9616,21
9,8046,21
0,14427,22
1,17329,22
2,15322,22
3,14539,22
4,17065,22
5,15111,22
6,7697,22
7,15686,22
8,13734,22
9,17681,22
0,7943,23
1,7146,23
2,15478,23
3,5779,23
4,11028,23
5,14360,23
6,8366,23
7,4820,23
8,9383,23
9,5991,23
0,11508,24
1,4041,24
2,4529,24
3,5948,24
4,3305,24
5,6812,24
6,4267,24
7,7194,24
8,7539,24
9,7206,24
0,13383,25
1,8599,25
2,12805,25
3,15202,25
4,17501,25
5,10418,25
6,16328,25
7,14169,25
8,13097,25
9,13031,25
0,15302,26
1,26171,26
2,11947,26
3,17924,26
4,12700,26
5,9906,26
6,14750,26
7,12666,26
8,9228,26
9,9447,26
0,17125,27
1,17021,27
2,20596,27
3,11484,27
4,17112,27
5,13854,27
6,13053,27
7,16207,27
8,11049,27
9,16245,27
0,9807,28
1,11592,28
2,11269,28
3,7902,28
4,2094,28
5,12424,28
6,11260,28
7,21847,28
8,17746,28
9,15234,28
0,15388,29
1,8671,29
2,9678,29
3,7967,29
4,9933,29
5,3192,29
6,8324,29
7,6209,29
8,8867,29
9,9558,29
0,6146,30
1,6948,30
2,10275,30
3,14322,30
4,10291,30
5,9860,30
6,10786,30
7,10183,30
8,12619,30
9,14096,30
0,14435,31
1,9718,31
2,19214,31
3,7781,31
4,21201,31
5,12680,31
6,20007,31
7,18660,31
8,22619,31
9,18368,31
0,10715,32
1,15073,32
2,9101,32
3,4479,32
4,4825,32
5,5151,32
6,8792,32
7,12763,32
