count,latency,loop
0,21812,0
1,16251,0
2,8469,0
3,11313,0
4,14495,0
5,17326,0
6,14537,0
7,20176,0
8,14340,0
9,18484,0
0,16666,1
1,21897,1
2,24699,1
3,23003,1
4,17854,1
5,16515,1
6,18943,1
7,15628,1
8,11902,1
9,23279,1
0,7422,2
1,10148,2
2,13650,2
3,9868,2
4,5930,2
5,11637,2
6,8124,2
7,9198,2
8,6852,2
9,26001,2
0,5237,3
1,4800,3
2,21652,3
3,17892,3
4,23512,3
5,27677,3
6,7691,3
7,11786,3
8,7549,3
9,8208,3
0,8052,4
1,7407,4
2,8991,4
3,12368,4
4,6226,4
5,6151,4
6,9494,4
7,6518,4
8,6069,4
9,8689,4
0,5334,5
1,11257,5
2,6896,5
3,6144,5
4,6877,5
5,5022,5
6,2258,5
7,7016,5
8,9998,5
9,9618,5
0,10370,6
1,10025,6
2,11974,6
3,6506,6
4,5092,6
5,11314,6
6,12688,6
7,9788,6
8,10180,6
9,13772,6
0,5826,7
1,6815,7
2,6239,7
3,6866,7
4,8122,7
5,10134,7
6,10825,7
7,7584,7
8,17281,7
9,6255,7
0,16515,8
1,8650,8
2,13979,8
3,19287,8
4,17085,8
5,13636,8
6,16081,8
7,5661,8
8,3203,8
9,13017,8
0,15795,9
1,11163,9
2,16086,9
3,19353,9
4,5914,9
5,3480,9
6,16196,9
7,13427,9
8,10886,9
9,16008,9
0,7839,10
1,6797,10
2,8602,10
3,15818,10
4,9576,10
5,11925,10
6,8172,10
7,7643,10
8,12537,10
9,12624,10
0,5885,11
1,17480,11
2,10849,11
3,14095,11
4,6935,11
5,6937,11
6,12804,11
7,13539,11
8,3094,11
9,10558,11
0,5299,12
1,10668,12
2,6726,12
3,14406,12
4,6861,12
5,7874,12
6,8291,12
7,11774,12
8,5504,12
9,10149,12
0,9241,13
1,12363,13
2,10288,13
3,14001,13
4,10674,13
5,7956,13
6,9951,13
7,10766,13
8,9806,13
9,20437,13
0,5809,14
1,4455,14
2,14993,14
3,7204,14
4,6362,14
5,7176,14
6,7053,14
7,3022,14
8,8807,14
9,9706,14
0,10266,15
1,13009,15
2,11720,15
3,7831,15
4,11541,15
5,16677,15
6,22703,15
7,11487,15
8,12980,15
9,10354,15
0,9488,16
1,19748,16
2,11288,16
3,22722,16
4,21824,16
5,9295,16
6,10735,16
7,19986,16
8,9454,16
9,17396,16
0,10040,17
1,10356,17
2,11236,17
3,14469,17
4,10666,17
5,6266,17
6,16889,17
7,7034,17
8,6779,17
9,14831,17
0,5786,18
1,8991,18
2,6598,18
3,13961,18
4,5824,18
5,12199,18
6,6847,18
7,14127,18
8,7793,18
9,9975,18
0,4692,19
1,2311,19
2,8734,19
3,4877,19
4,15138,19
5,5265,19
6,6032,19
7,8693,19
8,11349,19
9,3400,19
0,11564,20
1,5065,20
2,3732,20
3,6304,20
4,8281,20
5,3142,20
6,11153,20
7,3710,20
8,7052,20
9,4396,20
0,19538,21
1,9877,21
2,7082,21
3,17175,21
4,20019,21
5,20155,21
6,18635,21
7,20798,21
8,5008,21
9,17122,21
0,12682,22
1,5691,22
2,4170,22
3,7231,22
4,4789,22
5,13976,22
6,2776,22
7,9955,22
8,10223,22
9,7196,22
0,21562,23
1,4242,23
2,19913,23
3,4049,23
4,16073,23
5,12393,23
6,11339,23
7,16997,23
8,3169,23
9,17426,23
0,3784,24
1,5639,24
2,4739,24
3,4583,24
4,4485,24
5,8049,24
6,3835,24
7,7231,24
8,7338,24
9,5071,24
0,16646,25
1,18005,25
2,20706,25
3,4130,25
4,17580,25
5,16073,25
6,8736,25
7,16667,25
8,15357,25
9,4631,25
0,4151,26
1,8138,26
2,12991,26
3,10135,26
4,10441,26
5,8337,26
6,8864,26
7,5264,26
8,12939,26
9,19903,26
0,18858,27
1,21122,27
2,6218,27
3,3391,27
4,24186,27
5,18091,27
6,24367,27
7,16384,27
8,18383,27
9,3747,27
0,13231,28
1,7827,28
2,12352,28
3,11801,28
4,7259,28
5,5003,28
6,13426,28
7,7458,28
8,15311,28
9,10046,28
0,4592,29
1,15129,29
2,6976,29
3,6939,29
4,8960,29
5,14822,29
6,14989,29
7,4900,29
8,14902,29
9,5478,29
0,3499,30
1,15294,30
2,15760,30
3,15898,30
4,7891,30
5,15794,30
6,19366,30
7,16461,30
8,8890,30
9,5441,30
0,5305,31
1,7507,31
2,3798,31
3,5633,31
4,12419,31
5,9158,31
6,5282,31
7,10833,31
8,8329,31
9,6350,31
0,3438,32
1,9661,32
2,3237,32
3,4639,32
4,4307,32
5,4419,32
6,10815,32
7,5963,32
8,7369,32
9,7840,32
