count,latency,loop
0,16386,0
1,16091,0
2,12794,0
3,9457,0
4,8966,0
5,17404,0
6,7876,0
7,7022,0
8,6621,0
9,13428,0
0,5616,1
1,5910,1
2,9629,1
3,5687,1
4,5285,1
5,9264,1
6,8654,1
7,4850,1
8,14681,1
9,7952,1
0,10174,2
1,5140,2
2,8593,2
3,13545,2
4,3965,2
5,7534,2
6,8398,2
7,6055,2
8,7167,2
9,5656,2
0,12325,3
1,11646,3
2,10698,3
3,16073,3
4,11701,3
5,11516,3
6,15339,3
7,12424,3
8,12120,3
9,13207,3
0,11662,4
1,19347,4
2,10804,4
3,15084,4
4,16627,4
5,24589,4
6,16252,4
7,16705,4
8,12235,4
9,17220,4
0,4330,5
1,8222,5
2,6093,5
3,3855,5
4,8670,5
5,4907,5
6,7117,5
7,9865,5
8,9662,5
9,6278,5
0,2039,6
1,7540,6
2,3689,6
3,5837,6
4,12076,6
5,6719,6
6,3032,6
7,6715,6
8,3536,6
9,7804,6
0,3762,7
1,9449,7
2,4522,7
3,1697,7
4,6203,7
5,9912,7
6,3382,7
7,4440,7
8,11503,7
9,6827,7
0,8337,8
1,9322,8
2,11375,8
3,4922,8
4,8599,8
5,10684,8
6,11950,8
7,8341,8
8,13294,8
9,12418,8
0,14368,9
1,21772,9
2,20231,9
3,21143,9
4,26989,9
5,15363,9
6,14167,9
7,16670,9
8,5306,9
9,17950,9
0,6908,10
1,11286,10
2,11435,10
3,11799,10
4,13384,10
5,8748,10
6,9727,10
7,11111,10
8,7853,10
9,2903,10
0,2508,11
1,9235,11
2,10039,11
3,4896,11
4,3606,11
5,7812,11
6,7484,11
7,4023,11
8,7997,11
9,13751,11
0,11516,12
1,12657,12
2,10241,12
3,12998,12
4,10647,12
5,11631,12
6,9176,12
7,7143,12
8,5582,12
9,3274,12
0,3145,13
1,3201,13
2,2597,13
3,3116,13
4,11881,13
5,3138,13
6,7454,13
7,4630,13
8,10310,13
9,6409,13
0,4578,14
1,5672,14
2,7368,14
3,4364,14
4,11345,14
5,5534,14
6,13922,14
7,4586,14
8,5688,14
9,8075,14
0,8163,15
1,12221,15
2,8655,15
3,9694,15
4,8369,15
5,10516,15
6,6980,15
7,9063,15
8,9387,15
9,9632,15
0,6187,16
1,11906,16
2,7049,16
3,11190,16
4,4130,16
5,10755,16
6,10848,16
7,14187,16
8,10345,16
9,21538,16
0,10735,17
1,10226,17
2,7540,17
3,16278,17
4,12063,17
5,19836,17
6,18829,17
7,4504,17
8,5599,17
9,9394,17
0,14034,18
1,18246,18
2,12625,18
3,10670,18
4,18137,18
5,12336,18
6,21229,18
7,3320,18
8,13020,18
9,7891,18
0,4653,19
1,2293,19
2,3788,19
3,7191,19
4,6656,19
5,4558,19
6,7882,19
7,3403,19
8,5085,19
9,5890,19
0,7183,20
1,9611,20
2,14833,20
3,21023,20
4,6369,20
5,6953,20
6,9987,20
7,19361,20
8,12064,20
9,10884,20
0,9984,21
1,28977,21
2,24815,21
3,11935,21
4,13961,21
5,14215,21
6,11602,21
7,15701,21
8,9034,21
9,22007,21
0,5450,22
1,11592,22
2,5412,22
3,8739,22
4,5774,22
5,4086,22
6,9743,22
7,6274,22
8,4247,22
9,8553,22
0,7759,23
1,6441,23
2,12417,23
3,11128,23
4,12497,23
5,5516,23
6,9206,23
7,8919,23
8,6718,23
9,12694,23
0,8228,24
1,8935,24
2,5467,24
3,9535,24
4,8206,24
5,6239,24
6,12409,24
7,8434,24
8,11478,24
9,7040,24
0,4667,25
1,5313,25
2,2970,25
3,2963,25
4,4059,25
5,5265,25
6,4750,25
7,2791,25
8,4456,25
9,3916,25
0,4471,26
1,5893,26
2,6321,26
3,6046,26
4,7586,26
5,10346,26
6,4708,26
7,3428,26
8,12211,26
9,6286,26
0,18307,27
1,13513,27
