count,latency,loop
0,19919,0
1,11343,0
2,16380,0
3,6709,0
4,6753,0
5,10202,0
6,7654,0
7,6452,0
8,3731,0
9,10667,0
0,5641,1
1,7973,1
2,5595,1
3,11721,1
4,4415,1
5,13799,1
6,4398,1
7,7321,1
8,4772,1
9,5216,1
0,6216,2
1,13152,2
2,4657,2
3,8025,2
4,8600,2
5,11340,2
6,6868,2
7,9909,2
8,5417,2
9,7736,2
0,12310,3
1,11633,3
2,4982,3
3,12200,3
4,8089,3
5,11338,3
6,7257,3
7,10341,3
8,4221,3
9,8779,3
0,1447,4
1,4632,4
2,1808,4
3,2443,4
4,2620,4
5,8981,4
6,5170,4
7,7281,4
8,4468,4
9,6658,4
0,7060,5
1,9133,5
2,12565,5
3,6544,5
4,2383,5
5,5223,5
6,4533,5
7,3683,5
8,5444,5
9,4303,5
0,9855,6
1,4543,6
2,7460,6
3,8984,6
4,5005,6
5,8650,6
6,3208,6
7,10804,6
8,7156,6
9,4021,6
0,9920,7
1,7160,7
2,8191,7
3,7818,7
4,12561,7
5,8537,7
6,7958,7
7,7805,7
8,7619,7
9,10464,7
0,7226,8
1,8256,8
2,7021,8
3,8376,8
4,9303,8
5,13388,8
6,6664,8
7,6583,8
8,4428,8
9,7847,8
0,5461,9
1,4050,9
2,2884,9
3,9998,9
4,1264,9
5,2309,9
6,4894,9
7,1745,9
8,5056,9
9,4209,9
0,5001,10
1,4297,10
2,7845,10
3,4184,10
4,3371,10
5,10516,10
6,5275,10
7,9210,10
8,3166,10
9,5753,10
0,3280,11
1,5608,11
2,8324,11
3,5392,11
4,16405,11
5,12483,11
6,6401,11
7,4795,11
8,5964,11
9,11272,11
0,5317,12
1,7929,12
2,4973,12
3,4298,12
4,6722,12
5,12188,12
6,9356,12
7,4841,12
8,5363,12
9,7500,12
0,10860,13
1,7515,13
2,7401,13
3,4646,13
4,4458,13
5,10442,13
6,6485,13
7,5295,13
8,8727,13
9,7571,13
0,6479,14
1,5632,14
2,1728,14
3,4584,14
4,8862,14
5,2535,14
6,8801,14
7,5749,14
8,2600,14
9,8088,14
0,5335,15
1,6197,15
2,6637,15
3,4634,15
4,19740,15
5,4107,15
6,5864,15
7,12378,15
8,6583,15
9,10104,15
0,14223,16
1,14790,16
2,9257,16
3,9686,16
4,8003,16
5,9353,16
6,14934,16
7,5637,16
8,7548,16
9,11114,16
0,5856,17
1,6264,17
2,4561,17
3,5008,17
4,7326,17
5,7375,17
6,10126,17
7,2881,17
8,2885,17
9,1787,17
0,7987,18
1,7302,18
2,14626,18
3,4791,18
4,2939,18
5,9673,18
6,10476,18
7,11471,18
8,11661,18
9,2242,18
0,10363,19
1,5438,19
2,4231,19
3,7131,19
4,2505,19
5,2367,19
6,2681,19
7,7684,19
8,3440,19
9,5481,19
0,3557,20
1,6803,20
2,14211,20
3,5267,20
4,3953,20
5,11787,20
6,2910,20
7,8713,20
8,5525,20
9,8267,20
0,5680,21
1,10067,21
2,5967,21
3,7352,21
4,5009,21
5,3036,21
6,5976,21
7,4275,21
8,4127,21
9,9314,21
0,15838,22
1,7967,22
2,9078,22
3,9495,22
4,12602,22
5,9232,22
6,10256,22
7,3000,22
8,8185,22
9,7884,22
0,6077,23
1,6126,23
2,1733,23
3,3531,23
4,4541,23
5,3561,23
6,5809,23
7,10401,23
8,6427,23
9,5806,23
0,8513,24
1,4374,24
2,11962,24
3,9710,24
4,13990,24
5,18996,24
6,12257,24
7,20045,24
8,4704,24
9,5359,24
0,8612,25
1,3687,25
2,5247,25
3,5755,25
4,18468,25
5,6583,25
6,5234,25
7,8350,25
8,8013,25
9,6599,25
0,12814,26
1,16933,26
2,15271,26
3,17373,26
4,8981,26
5,12685,26
6,12492,26
7,14763,26
8,8003,26
9,16439,26
0,13587,27
1,3309,27
2,5019,27
3,2661,27
4,12430,27
5,7879,27
6,9272,27
7,7066,27
8,8566,27
9,4922,27
0,22087,28
1,16607,28
2,14161,28
3,7460,28
4,6981,28
5,9264,28
6,11915,28
7,9200,28
8,4518,28
9,4630,28
0,7208,29
1,4247,29
2,17030,29
3,9663,29
4,9200,29
5,11466,29
6,9767,29
7,9223,29
8,11639,29
9,11579,29
0,8466,30
1,5786,30
2,6408,30
3,11338,30
4,4375,30
5,7622,30
6,3577,30
7,9697,30
8,6932,30
9,10523,30
0,4128,31
1,7437,31
2,7372,31
3,8800,31
4,6727,31
5,5373,31
6,10285,31
7,6295,31
8,4370,31
9,7012,31
0,3658,32
1,4682,32
2,9245,32
3,8866,32
4,5989,32
5,4872,32
6,4324,32
7,7447,32
8,6709,32
9,6493,32
0,3783,33
1,7737,33
2,5211,33
3,2339,33
4,6247,33
5,6594,33
6,5455,33
7,9716,33
8,7755,33
9,3870,33
0,14990,34
1,8384,34
2,5656,34
3,5922,34
4,2466,34
5,7407,34
6,3064,34
7,13714,34
8,6651,34
9,4253,34
0,13890,35
1,6587,35
2,4013,35
3,5834,35
4,3030,35
5,12576,35
6,8061,35
7,17571,35
8,5273,35
9,5619,35
0,17497,36
1,16384,36
2,16478,36
3,7035,36
4,14777,36
5,8820,36
6,9322,36
7,14252,36
8,7623,36
9,12382,36
0,15332,37
1,9265,37
2,7188,37
3,11148,37
4,10424,37
5,17400,37
6,10088,37
7,19661,37
8,4696,37
9,7314,37
0,7305,38
1,12249,38
2,3493,38
3,5542,38
4,6427,38
5,7095,38
6,10550,38
7,8612,38
8,9379,38
9,7475,38
0,7895,39
1,4218,39
2,7239,39
3,2582,39
4,9410,39
5,6244,39
6,7023,39
7,9640,39
8,7595,39
9,8161,39
0,3721,40
1,1301,40
2,11753,40
3,8415,40
4,2916,40
5,5914,40
6,8689,40
7,6259,40
8,7312,40
9,12698,40
0,12598,41
1,11190,41
2,8559,41
3,8859,41
4,19609,41
5,13630,41
6,14194,41
7,9785,41
8,7448,41
9,11523,41
0,6818,42
1,14910,42
2,13974,42
3,10704,42
4,6793,42
5,19385,42
6,11465,42
7,12090,42
8,19761,42
9,12048,42
0,2689,43
1,14655,43
2,9758,43
3,10326,43
4,3737,43
5,4810,43
6,4548,43
7,5159,43
8,6893,43
9,5406,43
0,7018,44
1,3695,44
2,2886,44
3,3455,44
4,3866,44
5,2139,44
6,6438,44
7,3304,44
8,1642,44
9,5059,44
0,3546,45
1,7542,45
2,9490,45
3,6256,45
4,2033,45
5,3641,45
6,3981,45
7,3795,45
8,3875,45
9,6238,45
0,12688,46
1,4128,46
2,20590,46
3,14902,46
4,5096,46
5,3126,46
6,7332,46
7,3982,46
8,3126,46
9,11202,46
0,6544,47
1,11147,47
2,8134,47
3,16495,47
4,3550,47
5,4269,47
6,12398,47
7,10480,47
8,6188,47
9,5457,47
0,7020,48
1,5487,48
2,12173,48
3,6240,48
4,7980,48
5,6601,48
6,9495,48
7,4911,48
8,6558,48
9,6692,48
0,2836,49
1,4359,49
2,1652,49
3,6526,49
4,11246,49
5,4631,49
6,6950,49
7,2835,49
8,3038,49
9,4872,49
0,5600,50
1,7227,50
2,2245,50
3,5728,50
4,2886,50
5,13854,50
6,11660,50
7,7991,50
8,12449,50
9,3342,50
0,1907,51
1,3406,51
2,6113,51
3,1817,51
4,3265,51
5,2100,51
6,3626,51
7,8717,51
8,8809,51
9,11100,51
0,5803,52
1,2995,52
2,6788,52
3,3340,52
4,3124,52
5,2451,52
6,3545,52
7,2779,52
8,3980,52
9,2515,52
0,17309,53
1,5387,53
2,8406,53
3,7897,53
4,4223,53
5,4815,53
6,3874,53
7,7707,53
8,4278,53
9,4660,53
0,9726,54
1,11514,54
2,4815,54
3,12735,54
4,6084,54
5,3617,54
6,4176,54
7,3320,54
8,3674,54
9,7766,54
0,2484,55
1,19055,55
2,8105,55
3,10305,55
4,5022,55
5,8838,55
6,1555,55
7,6342,55
8,10386,55
9,9861,55
0,5529,56
1,5345,56
2,15592,56
3,5620,56
4,7225,56
5,3170,56
6,11754,56
7,4029,56
8,8091,56
9,4064,56
0,2618,57
1,1965,57
2,8661,57
3,2083,57
4,12248,57
5,10403,57
6,10806,57
7,13292,57
8,1824,57
9,9648,57
0,4108,58
1,3750,58
2,4105,58
3,4317,58
4,4353,58
5,2088,58
6,14848,58
7,3923,58
8,9287,58
9,5865,58
0,6294,59
1,6974,59
2,8568,59
3,5622,59
4,9160,59
5,7482,59
6,8667,59
7,4846,59
8,8909,59
9,8164,59
0,4671,60
1,10217,60
2,5471,60
3,5473,60
4,4015,60
5,7673,60
6,6376,60
7,4940,60
8,3485,60
9,4493,60
0,9814,61
1,13395,61
2,6009,61
3,6486,61
4,7214,61
5,8770,61
6,9411,61
7,9870,61
8,9913,61
9,7271,61
0,11782,62
1,9352,62
2,5319,62
3,3997,62
4,7709,62
5,9302,62
6,9776,62
7,11098,62
8,6611,62
9,8341,62
0,8521,63
1,11465,63
2,1349,63
3,3510,63
4,3040,63
5,6517,63
6,2354,63
7,14751,63
8,11086,63
9,15703,63
0,11448,64
1,7705,64
2,4291,64
3,8735,64
4,4573,64
5,9763,64
6,7675,64
7,8669,64
8,3014,64
9,5221,64
0,9555,65
1,8380,65
2,7047,65
3,3747,65
4,12046,65
5,6886,65
6,4088,65
7,6467,65
8,6974,65
9,7180,65
0,9933,66
1,10214,66
2,13083,66
3,3200,66
4,8856,66
5,6934,66
6,5232,66
7,3438,66
8,2072,66
9,15177,66
0,6676,67
1,11975,67
2,6180,67
3,13659,67
4,9634,67
5,10690,67
6,21328,67
7,9832,67
8,6546,67
9,7738,67
0,7353,68
1,10577,68
2,3223,68
3,3769,68
4,3858,68
5,6490,68
6,7462,68
7,4099,68
8,8801,68
9,4568,68
0,5277,69
1,6954,69
2,9157,69
3,6132,69
4,3719,69
5,5402,69
6,10937,69
7,3693,69
8,8096,69
9,9378,69
0,6931,70
1,8972,70
2,4718,70
3,14969,70
4,5634,70
5,16324,70
6,25156,70
7,5388,70
8,12467,70
9,18756,70
0,7250,71
1,9757,71
2,7416,71
3,16558,71
4,4073,71
5,4427,71
6,6570,71
7,10846,71
8,21299,71
9,11334,71
0,2499,72
1,5400,72
2,4325,72
3,15227,72
4,16191,72
5,5222,72
6,16395,72
7,3864,72
8,6783,72
9,8041,72
0,12262,73
1,8817,73
2,7575,73
3,5913,73
4,8673,73
5,5373,73
6,17596,73
7,8802,73
8,8688,73
9,10196,73
0,9855,74
1,8710,74
2,10590,74
3,8364,74
4,14125,74
5,7241,74
6,4910,74
7,15423,74
8,3357,74
9,4439,74
0,1801,75
1,9725,75
2,3024,75
3,5880,75
4,5651,75
5,6233,75
6,14765,75
7,2951,75
8,7676,75
9,7368,75
0,2587,76
1,4381,76
2,9090,76
3,8845,76
4,8682,76
5,7919,76
6,5185,76
7,3965,76
8,4570,76
9,8188,76
0,10277,77
1,5089,77
2,9142,77
3,14852,77
4,13779,77
5,7310,77
6,9580,77
7,15005,77
8,8783,77
9,9317,77
0,5987,78
1,4427,78
2,2419,78
3,9690,78
4,2943,78
5,6312,78
6,3748,78
7,11337,78
8,11712,78
9,4114,78
0,11218,79
1,11666,79
2,15711,79
3,11264,79
4,11923,79
5,9780,79
6,11100,79
7,19920,79
8,16012,79
9,12336,79
0,10056,80
1,5211,80
2,12067,80
3,11210,80
4,3712,80
5,7328,80
6,6469,80
7,7811,80
8,11477,80
9,18346,80
0,5935,81
1,7310,81
2,8997,81
3,5766,81
4,18931,81
5,7085,81
6,7555,81
7,4556,81
8,10716,81
9,13801,81
0,17061,82
1,17388,82
2,7497,82
3,10946,82
4,5952,82
5,17749,82
6,7452,82
7,15857,82
8,8132,82
9,17414,82
0,7977,83
1,9680,83
2,7378,83
3,4607,83
4,4234,83
5,9446,83
6,13356,83
7,4200,83
8,22419,83
9,4984,83
0,4227,84
1,4810,84
2,5586,84
3,6554,84
4,5270,84
5,6040,84
6,9206,84
7,8456,84
8,8124,84
9,6137,84
0,21950,85
1,8368,85
2,13712,85
3,9693,85
4,3987,85
5,5463,85
6,5669,85
7,13625,85
8,9621,85
9,10263,85
0,6857,86
1,9545,86
2,6660,86
3,5658,86
4,9298,86
5,9157,86
6,8354,86
7,6396,86
8,4345,86
9,13222,86
0,7620,87
1,7876,87
2,13098,87
3,19787,87
4,10415,87
5,5718,87
6,3864,87
7,12822,87
8,12939,87
9,9194,87
0,7618,88
1,12531,88
2,6512,88
3,4069,88
4,10164,88
5,9965,88
6,10300,88
7,9129,88
8,9613,88
9,21536,88
0,7067,89
1,5385,89
2,6804,89
3,2239,89
4,7030,89
5,3784,89
6,6697,89
7,14207,89
8,3712,89
9,4557,89
0,7742,90
1,10286,90
2,5042,90
3,9337,90
4,7077,90
5,6038,90
6,5006,90
7,6266,90
8,5393,90
9,10158,90
0,2890,91
1,12720,91
2,2323,91
3,3752,91
4,3149,91
5,3192,91
6,9873,91
7,12314,91
8,3839,91
9,2432,91
0,7892,92
1,5407,92
2,6270,92
3,9739,92
4,6943,92
5,9469,92
6,7406,92
7,5571,92
8,6559,92
9,14060,92
0,4621,93
1,3384,93
2,10144,93
3,12710,93
4,4503,93
5,8291,93
6,6060,93
7,4635,93
8,5799,93
9,11725,93
0,9141,94
1,11223,94
2,6165,94
3,13043,94
4,11765,94
5,22779,94
6,11133,94
7,12199,94
8,13515,94
9,8006,94
0,6671,95
1,4702,95
2,7666,95
3,6272,95
4,4386,95
5,7165,95
6,4442,95
7,4621,95
8,7198,95
9,16059,95
0,5704,96
1,4258,96
2,4457,96
3,6715,96
4,10127,96
5,10034,96
6,7004,96
7,7759,96
8,7992,96
9,9391,96
0,6886,97
1,16999,97
2,7854,97
3,10130,97
4,10903,97
5,7113,97
6,9476,97
7,3858,97
8,10446,97
9,11420,97
0,4028,98
1,9828,98
2,4655,98
3,11715,98
4,5457,98
5,2563,98
6,9137,98
7,20223,98
8,9766,98
9,4531,98
0,5214,99
1,23279,99
2,9552,99
3,6051,99
4,12371,99
5,11145,99
6,3463,99
7,8745,99
8,4625,99
9,5049,99
