count,latency,loop
0,35266,0
1,29784,0
2,22727,0
3,27722,0
4,31482,0
5,32267,0
6,32494,0
7,31062,0
8,22056,0
9,30168,0
0,19708,1
1,16838,1
2,18415,1
3,22823,1
4,17812,1
5,19160,1
6,17516,1
7,17650,1
8,19413,1
9,22958,1
0,19420,2
1,24083,2
2,19771,2
3,19171,2
4,20475,2
5,12666,2
6,14408,2
7,9954,2
8,20680,2
9,21127,2
0,15539,3
1,17963,3
2,13050,3
3,13110,3
4,14031,3
5,12110,3
6,10072,3
7,16270,3
8,13065,3
9,19431,3
0,7222,4
1,3145,4
2,9626,4
3,11052,4
4,3547,4
5,7819,4
6,8517,4
7,4362,4
8,9983,4
9,8922,4
0,13355,5
1,10088,5
2,12682,5
3,7364,5
4,9396,5
5,7717,5
6,8247,5
7,5285,5
8,5080,5
9,10930,5
0,6692,6
1,6873,6
2,12648,6
3,5687,6
4,7505,6
5,10404,6
6,9948,6
7,6107,6
8,9074,6
9,8004,6
0,4413,7
1,5762,7
2,18355,7
3,9492,7
4,5058,7
5,6565,7
6,6973,7
7,6916,7
8,10053,7
9,3055,7
0,7701,8
1,11738,8
2,9144,8
3,10708,8
4,2355,8
5,12270,8
6,8988,8
7,16352,8
8,10944,8
9,8019,8
0,8944,9
1,7830,9
2,29906,9
3,21393,9
4,23551,9
5,20709,9
6,19717,9
7,25018,9
8,22015,9
9,18935,9
0,12272,10
1,11231,10
2,11990,10
3,14009,10
4,16772,10
5,11844,10
6,12827,10
7,18232,10
8,24526,10
9,14122,10
0,14223,11
1,17062,11
2,16429,11
3,15326,11
4,11947,11
5,10210,11
6,12830,11
7,14647,11
8,16770,11
9,15501,11
0,6742,12
1,4705,12
2,14472,12
3,6093,12
4,5836,12
5,11177,12
6,7124,12
7,14450,12
8,10310,12
9,11026,12
0,20243,13
1,8001,13
2,17446,13
3,13226,13
4,9817,13
5,15897,13
6,14673,13
7,6444,13
8,16226,13
9,19253,13
0,6328,14
1,18464,14
2,13028,14
3,4956,14
4,20853,14
5,4358,14
6,18419,14
7,14390,14
8,16082,14
9,16880,14
0,9122,15
1,15992,15
2,13265,15
3,18060,15
4,10802,15
5,11908,15
6,6134,15
7,12644,15
8,14239,15
9,7161,15
0,21342,16
1,23633,16
2,19378,16
3,20694,16
4,17123,16
5,14414,16
6,20684,16
7,20423,16
8,15008,16
9,15588,16
0,13589,17
1,16369,17
2,16410,17
3,13085,17
4,16056,17
5,20046,17
6,15195,17
7,16352,17
8,17809,17
9,14296,17
0,18002,18
1,13218,18
2,4225,18
3,19202,18
4,14803,18
5,20223,18
6,19018,18
7,13467,18
8,22983,18
9,12949,18
0,4879,19
1,18670,19
2,10213,19
3,20247,19
4,14899,19
5,20389,19
6,19256,19
7,19355,19
8,4004,19
9,19291,19
0,8945,20
1,9089,20
2,11871,20
3,11984,20
4,9213,20
5,12404,20
6,10438,20
7,8354,20
8,10877,20
9,7880,20
0,17478,21
1,13373,21
2,14916,21
3,17059,21
4,5289,21
5,16095,21
6,15203,21
7,6326,21
8,16107,21
9,5390,21
0,18961,22
1,24789,22
2,6826,22
3,32333,22
4,33611,22
5,12630,22
6,14698,22
7,7136,22
8,6708,22
9,7374,22
0,10933,23
1,12871,23
2,13385,23
3,17704,23
4,10836,23
5,14421,23
6,9737,23
7,12344,23
8,8325,23
9,4536,23
0,13626,24
1,8308,24
2,7482,24
3,10718,24
4,9912,24
5,6085,24
6,15655,24
7,8613,24
8,9978,24
9,10185,24
0,12486,25
1,14681,25
2,21601,25
3,4454,25
4,14350,25
5,13892,25
6,13424,25
7,17781,25
8,12283,25
9,7022,25
0,14833,26
1,17574,26
2,4695,26
3,26127,26
4,23039,26
5,31042,26
6,21169,26
7,14111,26
8,23240,26
9,14169,26
0,17685,27
1,23892,27
2,24465,27
3,25219,27
4,26538,27
5,19158,27
6,27557,27
7,16607,27
8,29149,27
9,18178,27
0,6849,28
1,5285,28
2,10563,28
3,17319,28
4,9809,28
5,6711,28
6,13258,28
7,8429,28
8,7139,28
9,7823,28
0,4701,29
1,8803,29
2,11384,29
3,6856,29
4,13268,29
5,5653,29
6,14871,29
7,12125,29
8,22184,29
9,7162,29
0,22303,30
1,19245,30
2,21908,30
3,20825,30
4,19596,30
5,18080,30
6,12648,30
7,18809,30
8,23879,30
9,14577,30
0,7072,31
1,14907,31
2,4702,31
3,17283,31
4,17273,31
5,21149,31
6,14208,31
7,13476,31
8,8940,31
9,11039,31
0,23330,32
1,23657,32
2,20922,32
3,21457,32
4,22074,32
5,22465,32
6,18502,32
7,21256,32
8,23076,32
9,21892,32
0,21197,33
1,21790,33
2,17401,33
3,18501,33
4,20881,33
5,21468,33
6,21499,33
7,16044,33
8,18572,33
9,20873,33
0,22669,34
1,11571,34
2,22517,34
3,19663,34
4,19809,34
5,19747,34
6,5704,34
7,13767,34
8,17476,34
9,8436,34
0,17349,35
1,19953,35
2,18287,35
3,14861,35
4,10644,35
5,11058,35
6,15790,35
7,14694,35
8,16574,35
9,12460,35
0,7299,36
1,14914,36
2,7832,36
3,7088,36
4,9429,36
5,9596,36
6,8608,36
7,5424,36
8,4159,36
9,12308,36
0,13275,37
1,16743,37
2,12300,37
3,8375,37
4,13777,37
5,10584,37
6,10783,37
7,5814,37
8,19110,37
9,17965,37
0,15156,38
1,23307,38
2,13262,38
3,18706,38
4,14735,38
5,18649,38
6,19224,38
7,13734,38
8,11465,38
9,16685,38
0,17397,39
1,9289,39
2,8526,39
3,3268,39
4,14390,39
5,7387,39
6,19714,39
7,11454,39
8,8522,39
9,11366,39
0,5948,40
1,7087,40
2,4585,40
3,7707,40
4,7377,40
5,10643,40
6,10911,40
7,7695,40
8,9138,40
9,8668,40
0,14277,41
1,17081,41
2,15859,41
3,8648,41
4,10865,41
5,12927,41
6,13441,41
7,14918,41
8,17530,41
9,12607,41
0,8017,42
1,9773,42
2,9992,42
3,7589,42
4,6689,42
5,7396,42
6,9951,42
7,13524,42
8,9082,42
9,6947,42
0,11289,43
1,6441,43
2,4272,43
3,5150,43
4,13206,43
5,8720,43
6,11212,43
7,4790,43
8,15117,43
9,7531,43
0,26045,44
1,9766,44
2,32076,44
3,18836,44
4,29895,44
5,6910,44
6,28625,44
7,8262,44
8,8006,44
9,26929,44
0,14056,45
1,22242,45
2,23270,45
3,11286,45
4,13913,45
5,7725,45
6,9317,45
7,11976,45
8,13759,45
9,12587,45
0,13096,46
1,5540,46
2,4952,46
3,8861,46
4,10279,46
5,10739,46
6,5121,46
7,13940,46
8,3948,46
9,16519,46
0,20601,47
1,21021,47
2,18975,47
3,19949,47
4,15867,47
5,20739,47
6,19490,47
7,17585,47
8,18542,47
9,16240,47
0,17336,48
1,27312,48
2,12121,48
3,23468,48
4,17825,48
5,9218,48
6,21655,48
7,19379,48
8,17330,48
9,15817,48
0,20004,49
1,3508,49
2,12001,49
3,14419,49
4,17945,49
5,14256,49
6,21919,49
7,19309,49
8,19022,49
9,14958,49
0,19515,50
1,18723,50
2,15506,50
3,11374,50
4,17565,50
5,19577,50
6,21909,50
7,19112,50
8,18618,50
9,14389,50
0,27504,51
1,12638,51
2,34894,51
3,50219,51
4,48437,51
5,26921,51
6,8574,51
7,26189,51
8,28560,51
9,51149,51
0,20816,52
1,12662,52
2,22201,52
3,20131,52
4,22828,52
5,8446,52
6,22579,52
7,25648,52
8,8083,52
9,19330,52
0,20489,53
1,11287,53
2,27371,53
3,17643,53
4,11318,53
5,21750,53
6,20089,53
7,15054,53
8,12101,53
9,24513,53
0,12827,54
1,13036,54
2,15706,54
3,9990,54
4,11229,54
5,12291,54
6,21861,54
7,9286,54
8,17984,54
9,11111,54
0,12875,55
1,12842,55
2,9450,55
3,10671,55
4,14037,55
5,9726,55
6,14565,55
7,9613,55
8,12441,55
9,11111,55
0,6240,56
1,16858,56
2,18195,56
3,9700,56
4,20375,56
5,16821,56
6,13543,56
7,19451,56
8,17345,56
9,24665,56
0,13792,57
1,11579,57
2,19824,57
3,15342,57
4,14949,57
5,23148,57
6,18674,57
7,14416,57
8,13431,57
9,11299,57
0,23684,58
1,22817,58
2,17934,58
3,17009,58
4,19998,58
5,18922,58
6,14493,58
7,10567,58
8,14524,58
9,14952,58
0,15222,59
1,19104,59
2,26074,59
3,7732,59
4,18083,59
5,17486,59
6,24121,59
7,28350,59
8,23960,59
9,24520,59
0,14148,60
1,12711,60
2,11857,60
3,7938,60
4,11681,60
5,10440,60
6,14999,60
7,14474,60
8,11381,60
9,4642,60
0,19189,61
1,17749,61
2,14274,61
3,13595,61
4,19698,61
5,14449,61
6,9183,61
7,16020,61
8,16882,61
9,16142,61
0,11245,62
1,16202,62
2,11904,62
3,9722,62
4,13637,62
5,8066,62
6,16038,62
7,15734,62
8,13108,62
9,10900,62
0,19105,63
1,18413,63
2,16864,63
3,19842,63
4,18916,63
5,17216,63
6,9994,63
7,11365,63
8,22067,63
9,19303,63
0,8864,64
1,9000,64
2,9150,64
3,10064,64
4,8802,64
5,11153,64
6,8728,64
7,19107,64
8,6815,64
9,16123,64
0,9642,65
1,8082,65
2,13338,65
3,26110,65
4,10245,65
5,12767,65
6,10412,65
7,10664,65
8,19218,65
9,10494,65
0,29026,66
1,21019,66
2,10864,66
3,16974,66
4,21548,66
5,12039,66
6,22370,66
7,20198,66
8,22130,66
9,27634,66
0,13777,67
1,12934,67
2,9225,67
3,7976,67
4,23667,67
5,8538,67
6,9809,67
7,20771,67
8,8450,67
9,11218,67
0,13430,68
1,8794,68
2,16249,68
3,12889,68
4,14110,68
5,6305,68
6,12041,68
7,14574,68
8,16062,68
9,13984,68
0,17843,69
1,16877,69
2,17438,69
3,16860,69
4,25368,69
5,14472,69
6,18516,69
7,16605,69
8,16287,69
9,16955,69
0,11117,70
1,11348,70
2,16260,70
3,11410,70
4,10952,70
5,13092,70
6,17532,70
7,12059,70
8,11978,70
9,15842,70
0,4729,71
1,10135,71
2,2517,71
3,7913,71
4,5424,71
5,3175,71
6,14488,71
7,2005,71
8,13920,71
9,10798,71
0,17694,72
1,12760,72
2,19325,72
3,7551,72
4,23728,72
5,12386,72
6,19885,72
7,24540,72
8,14231,72
9,11747,72
0,13249,73
1,21217,73
2,37489,73
3,35310,73
4,28387,73
5,17761,73
6,35068,73
7,6909,73
8,14384,73
9,14037,73
0,13870,74
1,14889,74
2,16880,74
3,14640,74
4,12284,74
5,18599,74
6,17318,74
7,18506,74
8,9809,74
9,15140,74
0,15813,75
1,23457,75
2,19569,75
3,20698,75
4,22078,75
5,18908,75
6,25600,75
7,9280,75
8,20132,75
9,19550,75
0,12270,76
1,19482,76
2,18659,76
3,17946,76
4,18971,76
5,16560,76
6,14653,76
7,7606,76
8,19837,76
9,25676,76
0,4252,77
1,11177,77
2,22815,77
3,15177,77
4,19209,77
5,11298,77
6,22585,77
7,10555,77
8,13090,77
9,8787,77
0,18631,78
1,18500,78
2,16435,78
3,20275,78
4,25241,78
5,23453,78
6,18350,78
7,23855,78
8,25458,78
9,14975,78
0,16107,79
1,11787,79
2,13285,79
3,16011,79
4,15810,79
5,10373,79
6,8200,79
7,10948,79
8,11601,79
9,21132,79
0,17754,80
1,22414,80
2,18977,80
3,22494,80
4,18546,80
5,23191,80
6,18994,80
7,21546,80
8,21308,80
9,24514,80
0,27340,81
1,21415,81
2,21888,81
3,25586,81
4,17893,81
5,23061,81
6,18228,81
7,17740,81
8,26262,81
9,18516,81
0,15929,82
1,17306,82
2,17588,82
3,20091,82
4,11538,82
5,13661,82
6,19038,82
7,20583,82
8,15274,82
9,15855,82
0,6645,83
1,14133,83
2,22615,83
3,18791,83
4,21029,83
5,16505,83
6,15904,83
7,8895,83
8,16981,83
9,12223,83
0,14922,84
1,17176,84
2,12781,84
3,23241,84
4,6050,84
5,17183,84
6,8904,84
7,14907,84
8,9096,84
9,5372,84
0,18265,85
1,17501,85
2,20485,85
3,11224,85
4,12533,85
5,11811,85
6,13626,85
7,12569,85
8,10811,85
9,16337,85
0,3455,86
1,4460,86
2,10120,86
3,11067,86
4,6303,86
5,8079,86
6,8173,86
7,12298,86
8,7924,86
9,8850,86
0,5801,87
1,3797,87
2,9027,87
3,8588,87
4,5207,87
5,10033,87
6,4664,87
7,8522,87
8,4443,87
9,6386,87
0,14819,88
1,11158,88
2,12837,88
3,8727,88
4,12525,88
5,9447,88
6,3757,88
7,7322,88
8,6273,88
9,3911,88
0,8105,89
1,14973,89
2,16249,89
3,14734,89
4,6492,89
5,15559,89
6,16581,89
7,5812,89
8,12054,89
9,14171,89
0,13067,90
1,21296,90
2,17113,90
3,8727,90
4,11689,90
5,13920,90
6,11109,90
7,13672,90
8,13191,90
9,9524,90
0,17367,91
1,14966,91
2,16149,91
3,22171,91
4,12949,91
5,13076,91
6,16232,91
7,18742,91
8,21986,91
9,13858,91
0,18987,92
1,24380,92
2,17675,92
3,21374,92
4,12639,92
5,18818,92
6,17244,92
7,20186,92
8,11492,92
9,21887,92
0,15006,93
1,16512,93
2,14648,93
3,6866,93
4,16488,93
5,13350,93
6,16979,93
7,20070,93
8,9750,93
9,8166,93
0,18301,94
1,24539,94
2,10504,94
3,15763,94
4,31804,94
