count,latency,loop
0,14657,0
1,13471,0
2,13968,0
3,6277,0
4,14241,0
5,3126,0
6,14835,0
7,4737,0
8,8567,0
9,6226,0
0,10062,1
1,9547,1
2,9850,1
3,9131,1
4,10495,1
5,5186,1
6,12826,1
7,6994,1
8,7579,1
9,4670,1
0,12458,2
1,10702,2
2,8617,2
3,10276,2
4,7775,2
5,6994,2
6,7109,2
7,9580,2
8,5590,2
9,6935,2
0,7384,3
1,16572,3
2,7337,3
3,15003,3
4,12169,3
5,8544,3
6,7442,3
7,5265,3
8,6499,3
9,8521,3
0,9794,4
1,9445,4
2,6093,4
3,5597,4
4,11396,4
5,5688,4
6,14941,4
7,6242,4
8,11864,4
9,3626,4
0,11658,5
1,13618,5
2,9164,5
3,7542,5
4,6590,5
5,3756,5
6,4460,5
7,4136,5
8,7046,5
9,3169,5
0,6080,6
1,5596,6
2,5913,6
3,8308,6
4,6067,6
5,10940,6
6,6647,6
7,5264,6
8,11199,6
9,8621,6
0,3523,7
1,10152,7
2,9019,7
3,6242,7
4,8355,7
5,7634,7
6,8247,7
7,4948,7
8,5662,7
9,6777,7
0,4590,8
1,5966,8
2,10325,8
3,9596,8
4,6094,8
5,6476,8
6,10781,8
7,10579,8
8,9171,8
9,6073,8
0,4978,9
1,7632,9
2,8667,9
3,4042,9
4,7567,9
5,3227,9
6,4992,9
7,5915,9
8,4541,9
9,8825,9
0,4335,10
1,3921,10
2,6110,10
3,6216,10
4,2348,10
5,4205,10
6,6665,10
7,3111,10
8,4791,10
9,6909,10
0,4948,11
1,7941,11
2,4206,11
3,11119,11
4,6374,11
5,3984,11
6,5116,11
7,5741,11
8,3590,11
9,8748,11
0,6169,12
1,9504,12
2,6587,12
3,5459,12
4,7264,12
5,17715,12
6,6629,12
7,7286,12
8,10050,12
9,6003,12
0,12361,13
1,8716,13
2,16575,13
3,6352,13
4,11647,13
5,13936,13
6,21908,13
7,12347,13
8,3741,13
9,15268,13
0,5199,14
1,13044,14
2,6327,14
3,3586,14
4,5908,14
5,2653,14
6,2926,14
7,2399,14
8,5761,14
9,2918,14
0,14750,15
1,10986,15
2,4673,15
3,7356,15
4,4686,15
5,6906,15
6,6495,15
7,7259,15
8,8409,15
9,11811,15
0,7399,16
1,10233,16
2,5120,16
3,6813,16
4,10248,16
5,9650,16
6,4265,16
7,3934,16
8,4642,16
9,4120,16
0,6752,17
1,7786,17
2,6035,17
3,8794,17
4,8456,17
5,3866,17
6,6427,17
7,10155,17
8,3928,17
9,8639,17
0,3670,18
1,15274,18
2,16722,18
3,4811,18
4,11995,18
5,8073,18
6,4670,18
7,3699,18
8,6632,18
9,3969,18
0,6961,19
1,7190,19
2,6950,19
3,16433,19
4,18245,19
5,6507,19
6,7584,19
7,12487,19
8,9279,19
9,10433,19
0,3994,20
1,3382,20
2,5016,20
3,5165,20
4,2368,20
5,6980,20
6,5167,20
7,5617,20
8,11812,20
9,5318,20
0,4432,21
1,8452,21
2,5084,21
3,4292,21
4,6238,21
5,5115,21
6,7584,21
7,6148,21
8,8442,21
9,5205,21
0,3469,22
1,6333,22
2,6406,22
3,6539,22
4,6703,22
5,10848,22
6,8073,22
7,6531,22
8,3739,22
9,3482,22
0,4923,23
1,8814,23
2,7505,23
3,4890,23
4,7799,23
5,4107,23
6,3285,23
7,11239,23
8,3950,23
9,18629,23
0,5848,24
1,6783,24
2,9535,24
3,5735,24
4,12045,24
5,6618,24
6,2917,24
7,6244,24
8,6596,24
9,6452,24
0,4913,25
1,5824,25
2,3549,25
3,2149,25
4,5405,25
5,3526,25
6,4330,25
7,5621,25
8,11720,25
9,3047,25
0,8744,26
1,9550,26
2,5634,26
3,3720,26
4,6572,26
5,13408,26
6,13019,26
7,6299,26
8,6453,26
9,12022,26
0,16078,27
1,4607,27
2,7353,27
3,5179,27
4,5038,27
5,4621,27
6,3508,27
7,7139,27
8,10666,27
9,10693,27
0,17231,28
1,14905,28
2,14955,28
3,11273,28
4,14584,28
5,9588,28
6,17178,28
7,8480,28
8,9060,28
9,9841,28
0,6517,29
1,6877,29
2,4770,29
3,12380,29
4,7301,29
5,8861,29
6,4044,29
7,3184,29
8,6650,29
9,3725,29
0,16771,30
1,9822,30
2,5993,30
3,8206,30
4,6690,30
5,12183,30
6,11087,30
