count,latency,loop
0,16034,0
1,8562,0
2,14012,0
3,15021,0
4,16508,0
5,12942,0
6,20746,0
7,15519,0
8,16136,0
9,14313,0
0,16630,1
1,7602,1
2,21223,1
3,24076,1
4,18552,1
5,19609,1
6,16772,1
7,17747,1
8,21669,1
9,17981,1
0,33479,2
1,30382,2
2,29834,2
3,15193,2
4,12583,2
5,28413,2
6,34979,2
7,32154,2
8,23760,2
9,21427,2
0,23073,3
1,25308,3
2,27188,3
3,20812,3
4,17475,3
5,28888,3
6,22813,3
7,24093,3
8,21171,3
9,25447,3
0,33427,4
1,24029,4
2,34185,4
3,32442,4
4,19811,4
5,34988,4
6,27222,4
7,26005,4
8,20771,4
9,24885,4
0,25983,5
1,26448,5
2,24045,5
3,27485,5
4,25252,5
5,24965,5
6,28703,5
7,26810,5
8,29088,5
9,23431,5
0,33733,6
1,25978,6
2,29062,6
3,28114,6
4,18544,6
5,26715,6
6,27972,6
7,22919,6
8,18005,6
9,29119,6
0,25419,7
1,24527,7
2,24115,7
3,28140,7
4,26582,7
5,27230,7
6,21592,7
7,27692,7
8,22653,7
9,28505,7
0,11718,8
1,13159,8
2,12527,8
3,13596,8
4,10076,8
5,18206,8
6,10746,8
7,21160,8
8,11093,8
9,6950,8
0,28649,9
1,19071,9
2,7763,9
3,10005,9
4,18007,9
5,25690,9
6,20224,9
7,11155,9
8,8543,9
9,12339,9
0,13874,10
1,10615,10
2,12680,10
3,10857,10
4,10997,10
5,17738,10
6,11493,10
7,14101,10
8,22588,10
9,14846,10
0,13076,11
1,14765,11
2,15582,11
3,13048,11
4,21835,11
5,12364,11
6,10297,11
7,17190,11
8,16777,11
9,15873,11
0,27866,12
1,24326,12
2,31236,12
3,29978,12
4,32193,12
5,11587,12
6,14011,12
7,33118,12
8,23514,12
9,39979,12
0,18975,13
1,19273,13
2,28186,13
3,27652,13
4,26202,13
5,25324,13
6,16326,13
7,31479,13
8,26731,13
9,13799,13
0,6059,14
1,13737,14
2,13513,14
3,3860,14
4,12141,14
5,13347,14
6,10309,14
7,13930,14
8,15810,14
9,16870,14
0,27331,15
1,27009,15
2,23028,15
3,31415,15
4,33412,15
5,14297,15
6,26309,15
7,26899,15
8,23551,15
9,13134,15
0,29667,16
1,29850,16
2,29873,16
3,31822,16
4,29171,16
5,13897,16
6,29661,16
7,16794,16
8,29882,16
9,29871,16
0,20804,17
1,20426,17
2,29440,17
3,17446,17
4,17598,17
5,23482,17
6,26133,17
7,17584,17
8,22578,17
9,25721,17
0,15751,18
1,10291,18
2,6913,18
3,18711,18
4,16186,18
5,10187,18
6,12288,18
7,8514,18
8,18055,18
9,12406,18
0,9318,19
1,18470,19
2,11681,19
3,8478,19
4,16171,19
5,13512,19
6,23365,19
7,14398,19
8,13243,19
9,14128,19
0,10774,20
1,9006,20
2,6509,20
3,11583,20
4,7370,20
5,8854,20
6,8162,20
7,8925,20
8,11673,20
9,14151,20
0,17819,21
1,14000,21
2,18496,21
3,4945,21
4,11560,21
5,20991,21
6,16316,21
7,15161,21
8,12919,21
9,12694,21
0,5015,22
1,8908,22
2,5774,22
3,12196,22
4,13670,22
5,11004,22
6,8402,22
7,10105,22
8,9634,22
9,10005,22
0,29726,23
1,20516,23
2,29759,23
3,22594,23
4,23432,23
5,34473,23
6,21277,23
7,25650,23
8,18379,23
9,25632,23
0,14341,24
1,21124,24
2,17530,24
3,16571,24
4,9460,24
5,7249,24
6,14839,24
7,9751,24
8,12446,24
9,18987,24
0,14407,25
1,14538,25
2,19439,25
3,22738,25
4,15115,25
5,16125,25
6,17861,25
7,14653,25
8,17980,25
9,15330,25
0,4632,26
1,14275,26
2,6619,26
3,8624,26
4,11899,26
5,6058,26
6,13252,26
7,7929,26
8,7157,26
9,10030,26
0,15253,27
1,28445,27
2,17490,27
3,27250,27
4,25986,27
5,3925,27
6,24177,27
7,20476,27
8,11124,27
9,26433,27
0,21287,28
1,25913,28
2,29722,28
3,28296,28
4,28014,28
5,24350,28
6,23200,28
7,28150,28
8,26552,28
9,25565,28
0,16912,29
1,14300,29
2,9029,29
3,28808,29
4,23751,29
5,15449,29
6,6083,29
7,29243,29
8,14868,29
9,29007,29
0,20494,30
1,20423,30
2,22550,30
3,20597,30
4,20072,30
5,23751,30
6,26803,30
7,24774,30
8,21001,30
9,18706,30
0,7637,31
1,11166,31
2,12097,31
3,8265,31
4,7933,31
5,9348,31
6,12218,31
7,15996,31
8,8276,31
9,12233,31
0,7844,32
1,9488,32
2,5906,32
3,6330,32
4,15630,32
5,12618,32
6,9181,32
7,8723,32
8,9046,32
9,11522,32
0,25301,33
1,21706,33
2,28355,33
3,24334,33
4,22880,33
5,23325,33
6,24295,33
7,17775,33
8,28774,33
9,11471,33
0,17607,34
1,19257,34
2,18208,34
3,9085,34
4,19683,34
5,15814,34
6,13104,34
7,17187,34
8,8528,34
9,18937,34
0,32139,35
1,28185,35
2,28634,35
3,27066,35
4,28467,35
5,30714,35
6,29952,35
7,21993,35
8,19478,35
9,29592,35
0,7122,36
1,14247,36
2,11975,36
3,9464,36
4,15322,36
5,12492,36
6,12210,36
7,9616,36
8,5102,36
9,17066,36
0,11800,37
1,10695,37
2,15716,37
3,13699,37
4,8793,37
5,7367,37
6,19391,37
7,5582,37
8,15093,37
9,10828,37
0,21844,38
1,23069,38
2,16601,38
3,23780,38
4,18267,38
5,19390,38
6,17131,38
7,16474,38
8,19624,38
9,21431,38
0,6600,39
1,7891,39
2,18310,39
3,7278,39
4,15750,39
5,13728,39
6,9101,39
7,11816,39
8,14926,39
9,4644,39
0,13785,40
1,6975,40
2,8863,40
3,5659,40
4,10292,40
5,7356,40
6,10092,40
7,13948,40
8,12803,40
9,6090,40
0,7002,41
1,7322,41
2,7862,41
3,8957,41
4,12001,41
5,8900,41
6,13335,41
7,13850,41
8,6144,41
9,6577,41
0,15688,42
1,23316,42
2,19417,42
3,28518,42
4,24604,42
5,24772,42
6,20262,42
7,23004,42
8,22574,42
9,19964,42
0,6485,43
1,8279,43
2,11400,43
3,5080,43
4,7234,43
5,6410,43
6,6970,43
7,13210,43
8,8472,43
9,5139,43
0,10037,44
1,8495,44
2,10289,44
3,15884,44
4,17399,44
5,16453,44
6,12424,44
7,16883,44
8,15501,44
9,6678,44
0,10547,45
1,10766,45
2,8909,45
3,11960,45
4,12840,45
5,15015,45
6,15528,45
7,14869,45
8,11599,45
9,7907,45
0,11756,46
1,7513,46
2,11683,46
3,19934,46
4,19408,46
5,4926,46
6,14657,46
7,6450,46
8,12946,46
9,8813,46
0,13199,47
1,16695,47
2,8218,47
3,12284,47
4,14023,47
5,14081,47
6,7452,47
7,9437,47
8,16034,47
9,14869,47
0,24239,48
1,21266,48
2,16963,48
3,20662,48
4,19498,48
5,15763,48
6,17048,48
7,20861,48
8,20692,48
9,17994,48
0,9030,49
1,14342,49
2,17195,49
3,11671,49
4,11619,49
5,15172,49
6,14913,49
7,18961,49
8,13044,49
9,11223,49
0,13390,50
1,13464,50
2,12623,50
3,17875,50
4,15029,50
5,16823,50
6,12787,50
7,12370,50
8,11825,50
9,15206,50
0,7597,51
1,9970,51
2,7033,51
3,8699,51
4,9281,51
5,10247,51
6,9541,51
7,6557,51
8,5984,51
9,6846,51
0,15602,52
1,20756,52
2,14477,52
3,12785,52
4,19803,52
5,14063,52
6,13730,52
7,12166,52
8,15979,52
9,13218,52
0,13483,53
1,17302,53
2,18212,53
3,19739,53
4,14937,53
5,18945,53
6,11819,53
7,13861,53
8,19573,53
9,17641,53
0,18270,54
1,18578,54
2,14242,54
3,19727,54
4,15316,54
5,14877,54
6,18552,54
7,17900,54
