count,latency,loop
0,35451,0
1,33245,0
2,35424,0
3,37621,0
4,20571,0
5,23379,0
6,26700,0
7,34509,0
8,31966,0
9,41092,0
0,26015,1
1,12888,1
2,8854,1
3,25109,1
4,25857,1
5,17133,1
6,10279,1
7,28005,1
8,24606,1
9,30523,1
0,30713,2
1,30561,2
2,30644,2
3,17122,2
4,16837,2
5,30533,2
6,14557,2
7,29320,2
8,30389,2
9,15181,2
0,16935,3
1,16185,3
2,11134,3
3,12181,3
4,13831,3
5,18098,3
6,14825,3
7,16107,3
8,15200,3
9,15115,3
0,28898,4
1,31081,4
2,27644,4
3,29337,4
4,14610,4
5,33174,4
6,34342,4
7,31175,4
8,28362,4
9,33062,4
0,11756,5
1,11222,5
2,13322,5
3,9133,5
4,14584,5
5,12588,5
6,10514,5
7,14168,5
8,15080,5
9,10812,5
0,15392,6
1,20646,6
2,22317,6
3,23282,6
4,15709,6
5,20706,6
6,24620,6
7,14986,6
8,16087,6
9,21610,6
0,19332,7
1,19369,7
2,16493,7
3,21386,7
4,21515,7
5,18146,7
6,15507,7
7,20294,7
8,20287,7
9,23629,7
0,31823,8
1,29813,8
2,30686,8
3,31166,8
4,14107,8
5,30756,8
6,14057,8
7,17832,8
8,18671,8
9,31104,8
0,16374,9
1,33470,9
2,27968,9
3,16442,9
4,32464,9
5,22453,9
6,27073,9
7,20088,9
8,30587,9
9,25911,9
0,35317,10
1,16133,10
2,35459,10
3,35882,10
4,35381,10
5,15553,10
6,35520,10
7,35917,10
8,15784,10
9,15838,10
0,11211,11
1,9732,11
2,19533,11
3,11889,11
4,11134,11
5,14582,11
6,7239,11
7,6781,11
8,16222,11
9,13266,11
0,15424,12
1,10506,12
2,14749,12
3,11535,12
4,12363,12
5,9164,12
6,10111,12
7,14756,12
8,12045,12
9,14418,12
0,42975,13
1,40349,13
2,17410,13
3,42869,13
4,39619,13
5,43503,13
6,19626,13
7,40229,13
8,41083,13
9,19978,13
0,21958,14
1,22999,14
2,11156,14
3,13593,14
4,17958,14
5,19577,14
6,12625,14
7,21926,14
8,11989,14
9,16540,14
0,10844,15
1,20120,15
2,25218,15
3,8849,15
4,20569,15
5,11311,15
6,20265,15
7,21232,15
8,21778,15
9,28246,15
0,21805,16
1,16130,16
2,16722,16
3,14135,16
4,18123,16
5,15032,16
6,14066,16
7,13956,16
8,12016,16
9,15335,16
0,14215,17
1,11823,17
2,14423,17
3,16139,17
4,16026,17
5,13614,17
6,14650,17
7,18902,17
8,17816,17
9,14496,17
0,30869,18
1,20068,18
2,26519,18
3,21396,18
4,31069,18
5,33475,18
6,27279,18
7,20162,18
8,25893,18
9,27619,18
0,22260,19
1,22648,19
2,18365,19
3,17962,19
4,19448,19
5,19342,19
6,16627,19
7,19248,19
8,17620,19
9,19578,19
0,23109,20
1,21427,20
2,23520,20
3,25812,20
4,24063,20
5,21123,20
6,19679,20
7,19598,20
8,23032,20
9,16770,20
0,38632,21
1,36911,21
2,18788,21
3,43323,21
4,39101,21
5,37747,21
6,34854,21
7,34147,21
8,22848,21
9,35736,21
0,16877,22
1,21564,22
2,22704,22
3,22938,22
4,15696,22
5,12448,22
6,15416,22
7,21897,22
8,17110,22
9,18571,22
0,22386,23
1,23876,23
2,12440,23
3,17564,23
4,20575,23
5,13028,23
6,21966,23
7,13263,23
8,23700,23
9,14939,23
0,18729,24
1,14707,24
2,19699,24
3,22030,24
4,18926,24
5,15647,24
6,13974,24
7,20988,24
8,20133,24
9,16340,24
0,19063,25
1,21164,25
2,13948,25
3,17379,25
4,15069,25
5,17643,25
6,21194,25
7,15057,25
8,17981,25
9,20930,25
0,33323,26
1,34305,26
2,30478,26
3,30926,26
4,31368,26
5,16435,26
6,33446,26
7,26627,26
8,16893,26
9,28210,26
0,11724,27
1,16200,27
2,13520,27
3,13740,27
4,14861,27
5,12829,27
6,10801,27
7,15307,27
8,9205,27
9,14698,27
0,16040,28
1,15849,28
2,25542,28
3,20854,28
4,17045,28
5,24435,28
6,19646,28
7,22803,28
8,14948,28
9,17498,28
0,37360,29
1,35894,29
2,35525,29
3,30564,29
4,33756,29
5,42112,29
6,32831,29
7,30312,29
8,57574,29
9,34092,29
0,15109,30
1,18817,30
2,19030,30
3,19244,30
4,17592,30
5,19364,30
6,18400,30
7,13567,30
8,21452,30
9,19302,30
0,14594,31
1,17469,31
2,18369,31
3,12701,31
4,14377,31
5,12175,31
6,13451,31
7,16385,31
8,11713,31
9,16867,31
0,17147,32
1,10637,32
2,18622,32
3,12679,32
4,17134,32
5,16304,32
6,10922,32
7,13862,32
8,15793,32
9,13972,32
0,14571,33
1,10601,33
2,18281,33
3,9040,33
4,9396,33
5,15798,33
6,14556,33
7,18706,33
8,7417,33
9,18118,33
0,25939,34
1,18435,34
2,29101,34
3,28156,34
4,27341,34
5,22962,34
6,22236,34
7,19339,34
8,26133,34
9,31098,34
0,28180,35
1,22055,35
2,21864,35
3,13381,35
4,22650,35
5,26325,35
6,16952,35
7,23819,35
8,29483,35
