count,latency,loop
0,42225,0
1,38637,0
2,36427,0
3,36798,0
4,36607,0
5,37275,0
6,44203,0
7,43561,0
8,36347,0
9,12619,0
0,19401,1
1,13281,1
2,14606,1
3,11852,1
4,18255,1
5,18111,1
6,13990,1
7,12869,1
8,22252,1
9,18243,1
0,20981,2
1,26897,2
2,19955,2
3,26954,2
4,23081,2
5,19471,2
6,20080,2
7,21515,2
8,23674,2
9,18465,2
0,32877,3
1,30066,3
2,32363,3
3,27281,3
4,28982,3
5,32835,3
6,35549,3
7,22507,3
8,34257,3
9,19850,3
0,12233,4
1,11994,4
2,10736,4
3,11296,4
4,10859,4
5,10827,4
6,10332,4
7,12784,4
8,13591,4
9,17798,4
0,19621,5
1,12453,5
2,16904,5
3,14934,5
4,15874,5
5,16356,5
6,25007,5
7,13238,5
8,11288,5
9,15729,5
0,31647,6
1,34604,6
2,24070,6
3,30111,6
4,32233,6
5,19320,6
6,32713,6
7,19351,6
8,30803,6
9,36722,6
0,21910,7
1,24347,7
2,22632,7
3,28421,7
4,24832,7
5,27936,7
6,22790,7
7,26352,7
8,20459,7
9,23668,7
0,9939,8
1,19832,8
2,8677,8
3,16092,8
4,14794,8
5,12083,8
6,9765,8
7,11419,8
8,19566,8
9,8305,8
0,18238,9
1,19420,9
2,13654,9
3,14848,9
4,18139,9
5,18102,9
6,16164,9
7,20283,9
8,16378,9
9,13885,9
0,16847,10
1,14071,10
2,20885,10
3,18971,10
4,21440,10
5,20088,10
6,14904,10
7,18804,10
8,16146,10
9,17745,10
0,16616,11
1,16149,11
2,17522,11
3,14566,11
4,15089,11
5,19309,11
6,13674,11
7,16547,11
8,20660,11
9,21587,11
0,18689,12
1,11667,12
2,14866,12
3,15231,12
4,19449,12
5,14273,12
6,18071,12
7,8638,12
8,12521,12
9,20476,12
0,25555,13
1,18847,13
2,13782,13
3,18970,13
4,21301,13
5,9950,13
6,16548,13
7,18097,13
8,21397,13
9,21489,13
0,10384,14
1,12124,14
2,16001,14
3,14317,14
4,18629,14
5,10797,14
6,18666,14
7,11874,14
8,14808,14
9,11604,14
0,10536,15
1,16816,15
2,14347,15
3,18548,15
4,23815,15
5,9289,15
6,17509,15
7,16693,15
8,15962,15
9,8349,15
0,18121,16
1,16440,16
2,18930,16
3,16153,16
4,21138,16
5,15451,16
6,15099,16
7,15268,16
8,18566,16
9,20673,16
0,13826,17
1,15086,17
2,14489,17
3,6964,17
4,12312,17
5,14967,17
6,13448,17
7,15342,17
8,21991,17
9,11919,17
0,25707,18
1,29317,18
2,25184,18
3,29056,18
4,32138,18
5,26491,18
6,27707,18
7,26159,18
8,30714,18
9,28642,18
0,36397,19
1,34539,19
2,30598,19
3,29495,19
4,25324,19
5,32990,19
6,34104,19
7,28355,19
8,27878,19
9,37435,19
0,8746,20
1,10213,20
2,10993,20
3,13906,20
4,9292,20
5,14113,20
6,8491,20
7,13614,20
8,9426,20
9,8085,20
0,15128,21
1,20857,21
2,17948,21
3,15759,21
4,22327,21
5,18695,21
6,22141,21
7,19982,21
8,16122,21
9,14842,21
0,10365,22
1,14124,22
2,8555,22
3,18684,22
4,11387,22
5,15947,22
6,20026,22
7,20691,22
8,16479,22
9,13507,22
0,36893,23
1,20216,23
2,37971,23
3,24990,23
4,40766,23
5,31467,23
6,21504,23
7,29919,23
8,27137,23
9,36687,23
0,20593,24
1,23742,24
2,17726,24
3,20226,24
4,23491,24
5,28765,24
6,22438,24
7,26179,24
8,27666,24
9,23895,24
0,13222,25
