name,task,input,loop-number,count,time
proposed,light,92,59,10,1394
proposed,light,92,60,1,1438
proposed,light,92,60,2,3871
proposed,light,92,60,3,4502
proposed,light,92,60,4,1680
proposed,light,92,60,5,3253
proposed,light,92,60,6,1537
proposed,light,92,60,7,1797
proposed,light,92,60,8,1707
proposed,light,92,60,9,1659
proposed,light,92,60,10,1615
proposed,light,92,61,1,2241
proposed,light,92,61,2,1194
proposed,light,92,61,3,1994
proposed,light,92,61,4,3403
proposed,light,92,61,5,1167
proposed,light,92,61,6,2885
proposed,light,92,61,7,1977
proposed,light,92,61,8,1129
proposed,light,92,61,9,2054
proposed,light,92,61,10,2566
proposed,light,92,62,1,1478
proposed,light,92,62,2,1585
proposed,light,92,62,3,1688
proposed,light,92,62,4,1810
proposed,light,92,62,5,3915
proposed,light,92,62,6,1590
proposed,light,92,62,7,1737
proposed,light,92,62,8,1561
proposed,light,92,62,9,1468
proposed,light,92,62,10,1889
proposed,light,92,63,1,1463
proposed,light,92,63,2,3600
proposed,light,92,63,3,3160
proposed,light,92,63,4,3379
proposed,light,92,63,5,3412
proposed,light,92,63,6,2878
proposed,light,92,63,7,3002
proposed,light,92,63,8,2351
proposed,light,92,63,9,2152
proposed,light,92,63,10,2234
proposed,light,92,64,1,1397
proposed,light,92,64,2,3268
proposed,light,92,64,3,2352
proposed,light,92,64,4,2291
proposed,light,92,64,5,1562
proposed,light,92,64,6,1537
proposed,light,92,64,7,2863
proposed,light,92,64,8,7270
proposed,light,92,64,9,1535
proposed,light,92,64,10,3048
proposed,light,92,65,1,1761
proposed,light,92,65,2,4997
proposed,light,92,65,3,2703
proposed,light,92,65,4,2863
proposed,light,92,65,5,5821
proposed,light,92,65,6,1705
proposed,light,92,65,7,1695
proposed,light,92,65,8,1033
proposed,light,92,65,9,1678
proposed,light,92,65,10,1444
proposed,light,92,66,1,1972
proposed,light,92,66,2,1274
proposed,light,92,66,3,2093
proposed,light,92,66,4,2188
proposed,light,92,66,5,2373
proposed,light,92,66,6,1623
proposed,light,92,66,7,2058
proposed,light,92,66,8,4081
proposed,light,92,66,9,1653
proposed,light,92,66,10,1629
proposed,light,92,67,1,1449
proposed,light,92,67,2,951
proposed,light,92,67,3,1614
proposed,light,92,67,4,1248
proposed,light,92,67,5,1360
proposed,light,92,67,6,2326
proposed,light,92,67,7,1489
proposed,light,92,67,8,1451
proposed,light,92,67,9,1439
proposed,light,92,67,10,2215
proposed,light,92,68,1,1055
proposed,light,92,68,2,1702
proposed,light,92,68,3,1528
proposed,light,92,68,4,2136
proposed,light,92,68,5,1856
proposed,light,92,68,6,1423
proposed,light,92,68,7,1349
proposed,light,92,68,8,1983
proposed,light,92,68,9,1347
proposed,light,92,68,10,1393
proposed,light,92,69,1,925
proposed,light,92,69,2,1248
proposed,light,92,69,3,3569
proposed,light,92,69,4,3524
proposed,light,92,69,5,3824
proposed,light,92,69,6,1474
proposed,light,92,69,7,1751
proposed,light,92,69,8,2462
proposed,light,92,69,9,1127
proposed,light,92,69,10,1420
proposed,light,92,70,1,4002
proposed,light,92,70,2,2630
proposed,light,92,70,3,2287
proposed,light,92,70,4,2556
